image,class_id,class_type,time_of_day,range,orientation
INPUT\Dataset\cegr2007\cegr02007_0006_1275_BRDM2.mat,0006,BRDM2,Day,2000,1275
INPUT\Dataset\cegr2007\cegr02007_0006_1276_BRDM2.mat,0006,BRDM2,Day,2000,1276
INPUT\Dataset\cegr2007\cegr02007_0006_1277_BRDM2.mat,0006,BRDM2,Day,2000,1277
INPUT\Dataset\cegr2007\cegr02007_0006_1278_BRDM2.mat,0006,BRDM2,Day,2000,1278
INPUT\Dataset\cegr2007\cegr02007_0006_1279_BRDM2.mat,0006,BRDM2,Day,2000,1279
INPUT\Dataset\cegr2007\cegr02007_0006_1280_BRDM2.mat,0006,BRDM2,Day,2000,1280
INPUT\Dataset\cegr2007\cegr02007_0006_1281_BRDM2.mat,0006,BRDM2,Day,2000,1281
INPUT\Dataset\cegr2007\cegr02007_0006_1282_BRDM2.mat,0006,BRDM2,Day,2000,1282
INPUT\Dataset\cegr2007\cegr02007_0006_1283_BRDM2.mat,0006,BRDM2,Day,2000,1283
INPUT\Dataset\cegr2007\cegr02007_0006_1284_BRDM2.mat,0006,BRDM2,Day,2000,1284
INPUT\Dataset\cegr2007\cegr02007_0006_1285_BRDM2.mat,0006,BRDM2,Day,2000,1285
INPUT\Dataset\cegr2007\cegr02007_0006_1286_BRDM2.mat,0006,BRDM2,Day,2000,1286
INPUT\Dataset\cegr2007\cegr02007_0006_1287_BRDM2.mat,0006,BRDM2,Day,2000,1287
INPUT\Dataset\cegr2007\cegr02007_0006_1288_BRDM2.mat,0006,BRDM2,Day,2000,1288
INPUT\Dataset\cegr2007\cegr02007_0006_1289_BRDM2.mat,0006,BRDM2,Day,2000,1289
INPUT\Dataset\cegr2007\cegr02007_0006_1290_BRDM2.mat,0006,BRDM2,Day,2000,1290
INPUT\Dataset\cegr2007\cegr02007_0006_1291_BRDM2.mat,0006,BRDM2,Day,2000,1291
INPUT\Dataset\cegr2007\cegr02007_0006_1292_BRDM2.mat,0006,BRDM2,Day,2000,1292
INPUT\Dataset\cegr2007\cegr02007_0006_1293_BRDM2.mat,0006,BRDM2,Day,2000,1293
INPUT\Dataset\cegr2007\cegr02007_0006_1294_BRDM2.mat,0006,BRDM2,Day,2000,1294
INPUT\Dataset\cegr2007\cegr02007_0006_1295_BRDM2.mat,0006,BRDM2,Day,2000,1295
INPUT\Dataset\cegr2007\cegr02007_0006_1296_BRDM2.mat,0006,BRDM2,Day,2000,1296
INPUT\Dataset\cegr2007\cegr02007_0006_1297_BRDM2.mat,0006,BRDM2,Day,2000,1297
INPUT\Dataset\cegr2007\cegr02007_0006_1298_BRDM2.mat,0006,BRDM2,Day,2000,1298
INPUT\Dataset\cegr2007\cegr02007_0006_1299_BRDM2.mat,0006,BRDM2,Day,2000,1299
INPUT\Dataset\cegr2007\cegr02007_0006_1300_BRDM2.mat,0006,BRDM2,Day,2000,1300
INPUT\Dataset\cegr2007\cegr02007_0006_1301_BRDM2.mat,0006,BRDM2,Day,2000,1301
INPUT\Dataset\cegr2007\cegr02007_0006_1302_BRDM2.mat,0006,BRDM2,Day,2000,1302
INPUT\Dataset\cegr2007\cegr02007_0006_1303_BRDM2.mat,0006,BRDM2,Day,2000,1303
INPUT\Dataset\cegr2007\cegr02007_0006_1304_BRDM2.mat,0006,BRDM2,Day,2000,1304
INPUT\Dataset\cegr2007\cegr02007_0006_1305_BRDM2.mat,0006,BRDM2,Day,2000,1305
INPUT\Dataset\cegr2007\cegr02007_0006_1306_BRDM2.mat,0006,BRDM2,Day,2000,1306
INPUT\Dataset\cegr2007\cegr02007_0006_1307_BRDM2.mat,0006,BRDM2,Day,2000,1307
INPUT\Dataset\cegr2007\cegr02007_0006_1308_BRDM2.mat,0006,BRDM2,Day,2000,1308
INPUT\Dataset\cegr2007\cegr02007_0006_1309_BRDM2.mat,0006,BRDM2,Day,2000,1309
INPUT\Dataset\cegr2007\cegr02007_0006_1310_BRDM2.mat,0006,BRDM2,Day,2000,1310
INPUT\Dataset\cegr2007\cegr02007_0006_1311_BRDM2.mat,0006,BRDM2,Day,2000,1311
INPUT\Dataset\cegr2007\cegr02007_0006_1312_BRDM2.mat,0006,BRDM2,Day,2000,1312
INPUT\Dataset\cegr2007\cegr02007_0006_1313_BRDM2.mat,0006,BRDM2,Day,2000,1313
INPUT\Dataset\cegr2007\cegr02007_0006_1314_BRDM2.mat,0006,BRDM2,Day,2000,1314
INPUT\Dataset\cegr2007\cegr02007_0006_1315_BRDM2.mat,0006,BRDM2,Day,2000,1315
INPUT\Dataset\cegr2007\cegr02007_0006_1316_BRDM2.mat,0006,BRDM2,Day,2000,1316
INPUT\Dataset\cegr2007\cegr02007_0006_1317_BRDM2.mat,0006,BRDM2,Day,2000,1317
INPUT\Dataset\cegr2007\cegr02007_0006_1318_BRDM2.mat,0006,BRDM2,Day,2000,1318
INPUT\Dataset\cegr2007\cegr02007_0006_1319_BRDM2.mat,0006,BRDM2,Day,2000,1319
INPUT\Dataset\cegr2007\cegr02007_0006_1320_BRDM2.mat,0006,BRDM2,Day,2000,1320
INPUT\Dataset\cegr2007\cegr02007_0006_1321_BRDM2.mat,0006,BRDM2,Day,2000,1321
INPUT\Dataset\cegr2007\cegr02007_0006_1322_BRDM2.mat,0006,BRDM2,Day,2000,1322
INPUT\Dataset\cegr2007\cegr02007_0006_1323_BRDM2.mat,0006,BRDM2,Day,2000,1323
INPUT\Dataset\cegr2007\cegr02007_0006_1324_BRDM2.mat,0006,BRDM2,Day,2000,1324
INPUT\Dataset\cegr2007\cegr02007_0006_1325_BRDM2.mat,0006,BRDM2,Day,2000,1325
INPUT\Dataset\cegr2007\cegr02007_0006_1326_BRDM2.mat,0006,BRDM2,Day,2000,1326
INPUT\Dataset\cegr2007\cegr02007_0006_1327_BRDM2.mat,0006,BRDM2,Day,2000,1327
INPUT\Dataset\cegr2007\cegr02007_0006_1328_BRDM2.mat,0006,BRDM2,Day,2000,1328
INPUT\Dataset\cegr2007\cegr02007_0006_1329_BRDM2.mat,0006,BRDM2,Day,2000,1329
INPUT\Dataset\cegr2007\cegr02007_0006_1330_BRDM2.mat,0006,BRDM2,Day,2000,1330
INPUT\Dataset\cegr2007\cegr02007_0006_1331_BRDM2.mat,0006,BRDM2,Day,2000,1331
INPUT\Dataset\cegr2007\cegr02007_0006_1332_BRDM2.mat,0006,BRDM2,Day,2000,1332
INPUT\Dataset\cegr2007\cegr02007_0006_1333_BRDM2.mat,0006,BRDM2,Day,2000,1333
INPUT\Dataset\cegr2007\cegr02007_0006_1334_BRDM2.mat,0006,BRDM2,Day,2000,1334
INPUT\Dataset\cegr2007\cegr02007_0006_1335_BRDM2.mat,0006,BRDM2,Day,2000,1335
INPUT\Dataset\cegr2007\cegr02007_0006_1336_BRDM2.mat,0006,BRDM2,Day,2000,1336
INPUT\Dataset\cegr2007\cegr02007_0006_1337_BRDM2.mat,0006,BRDM2,Day,2000,1337
INPUT\Dataset\cegr2007\cegr02007_0006_1338_BRDM2.mat,0006,BRDM2,Day,2000,1338
INPUT\Dataset\cegr2007\cegr02007_0006_1339_BRDM2.mat,0006,BRDM2,Day,2000,1339
INPUT\Dataset\cegr2007\cegr02007_0006_1340_BRDM2.mat,0006,BRDM2,Day,2000,1340
INPUT\Dataset\cegr2007\cegr02007_0006_1341_BRDM2.mat,0006,BRDM2,Day,2000,1341
INPUT\Dataset\cegr2007\cegr02007_0006_1342_BRDM2.mat,0006,BRDM2,Day,2000,1342
INPUT\Dataset\cegr2007\cegr02007_0006_1343_BRDM2.mat,0006,BRDM2,Day,2000,1343
INPUT\Dataset\cegr2007\cegr02007_0006_1344_BRDM2.mat,0006,BRDM2,Day,2000,1344
INPUT\Dataset\cegr2007\cegr02007_0006_1345_BRDM2.mat,0006,BRDM2,Day,2000,1345
INPUT\Dataset\cegr2007\cegr02007_0006_1346_BRDM2.mat,0006,BRDM2,Day,2000,1346
INPUT\Dataset\cegr2007\cegr02007_0006_1347_BRDM2.mat,0006,BRDM2,Day,2000,1347
INPUT\Dataset\cegr2007\cegr02007_0006_1348_BRDM2.mat,0006,BRDM2,Day,2000,1348
INPUT\Dataset\cegr2007\cegr02007_0006_1349_BRDM2.mat,0006,BRDM2,Day,2000,1349
INPUT\Dataset\cegr2007\cegr02007_0006_1350_BRDM2.mat,0006,BRDM2,Day,2000,1350
INPUT\Dataset\cegr2007\cegr02007_0006_1351_BRDM2.mat,0006,BRDM2,Day,2000,1351
INPUT\Dataset\cegr2007\cegr02007_0006_1352_BRDM2.mat,0006,BRDM2,Day,2000,1352
INPUT\Dataset\cegr2007\cegr02007_0006_1353_BRDM2.mat,0006,BRDM2,Day,2000,1353
INPUT\Dataset\cegr2007\cegr02007_0006_1354_BRDM2.mat,0006,BRDM2,Day,2000,1354
INPUT\Dataset\cegr2007\cegr02007_0006_1355_BRDM2.mat,0006,BRDM2,Day,2000,1355
INPUT\Dataset\cegr2007\cegr02007_0006_1356_BRDM2.mat,0006,BRDM2,Day,2000,1356
INPUT\Dataset\cegr2007\cegr02007_0006_1357_BRDM2.mat,0006,BRDM2,Day,2000,1357
INPUT\Dataset\cegr2007\cegr02007_0006_1358_BRDM2.mat,0006,BRDM2,Day,2000,1358
INPUT\Dataset\cegr2007\cegr02007_0006_1359_BRDM2.mat,0006,BRDM2,Day,2000,1359
INPUT\Dataset\cegr2007\cegr02007_0006_1360_BRDM2.mat,0006,BRDM2,Day,2000,1360
INPUT\Dataset\cegr2007\cegr02007_0006_1361_BRDM2.mat,0006,BRDM2,Day,2000,1361
INPUT\Dataset\cegr2007\cegr02007_0006_1362_BRDM2.mat,0006,BRDM2,Day,2000,1362
INPUT\Dataset\cegr2007\cegr02007_0006_1363_BRDM2.mat,0006,BRDM2,Day,2000,1363
INPUT\Dataset\cegr2007\cegr02007_0006_1364_BRDM2.mat,0006,BRDM2,Day,2000,1364
INPUT\Dataset\cegr2007\cegr02007_0006_1365_BRDM2.mat,0006,BRDM2,Day,2000,1365
INPUT\Dataset\cegr2007\cegr02007_0006_1366_BRDM2.mat,0006,BRDM2,Day,2000,1366
INPUT\Dataset\cegr2007\cegr02007_0006_1367_BRDM2.mat,0006,BRDM2,Day,2000,1367
INPUT\Dataset\cegr2007\cegr02007_0006_1368_BRDM2.mat,0006,BRDM2,Day,2000,1368
INPUT\Dataset\cegr2007\cegr02007_0006_1369_BRDM2.mat,0006,BRDM2,Day,2000,1369
INPUT\Dataset\cegr2007\cegr02007_0006_1370_BRDM2.mat,0006,BRDM2,Day,2000,1370
INPUT\Dataset\cegr2007\cegr02007_0006_1371_BRDM2.mat,0006,BRDM2,Day,2000,1371
INPUT\Dataset\cegr2007\cegr02007_0006_1372_BRDM2.mat,0006,BRDM2,Day,2000,1372
INPUT\Dataset\cegr2007\cegr02007_0006_1373_BRDM2.mat,0006,BRDM2,Day,2000,1373
INPUT\Dataset\cegr2007\cegr02007_0006_1374_BRDM2.mat,0006,BRDM2,Day,2000,1374
INPUT\Dataset\cegr2007\cegr02007_0006_1375_BRDM2.mat,0006,BRDM2,Day,2000,1375
INPUT\Dataset\cegr2007\cegr02007_0006_1376_BRDM2.mat,0006,BRDM2,Day,2000,1376
INPUT\Dataset\cegr2007\cegr02007_0006_1377_BRDM2.mat,0006,BRDM2,Day,2000,1377
INPUT\Dataset\cegr2007\cegr02007_0006_1378_BRDM2.mat,0006,BRDM2,Day,2000,1378
INPUT\Dataset\cegr2007\cegr02007_0006_1379_BRDM2.mat,0006,BRDM2,Day,2000,1379
INPUT\Dataset\cegr2007\cegr02007_0006_1380_BRDM2.mat,0006,BRDM2,Day,2000,1380
INPUT\Dataset\cegr2007\cegr02007_0006_1381_BRDM2.mat,0006,BRDM2,Day,2000,1381
INPUT\Dataset\cegr2007\cegr02007_0006_1382_BRDM2.mat,0006,BRDM2,Day,2000,1382
INPUT\Dataset\cegr2007\cegr02007_0006_1383_BRDM2.mat,0006,BRDM2,Day,2000,1383
INPUT\Dataset\cegr2007\cegr02007_0006_1384_BRDM2.mat,0006,BRDM2,Day,2000,1384
INPUT\Dataset\cegr2007\cegr02007_0006_1385_BRDM2.mat,0006,BRDM2,Day,2000,1385
INPUT\Dataset\cegr2007\cegr02007_0006_1386_BRDM2.mat,0006,BRDM2,Day,2000,1386
INPUT\Dataset\cegr2007\cegr02007_0006_1387_BRDM2.mat,0006,BRDM2,Day,2000,1387
INPUT\Dataset\cegr2007\cegr02007_0006_1388_BRDM2.mat,0006,BRDM2,Day,2000,1388
INPUT\Dataset\cegr2007\cegr02007_0006_1389_BRDM2.mat,0006,BRDM2,Day,2000,1389
INPUT\Dataset\cegr2007\cegr02007_0006_1390_BRDM2.mat,0006,BRDM2,Day,2000,1390
INPUT\Dataset\cegr2007\cegr02007_0006_1391_BRDM2.mat,0006,BRDM2,Day,2000,1391
INPUT\Dataset\cegr2007\cegr02007_0006_1392_BRDM2.mat,0006,BRDM2,Day,2000,1392
INPUT\Dataset\cegr2007\cegr02007_0006_1393_BRDM2.mat,0006,BRDM2,Day,2000,1393
INPUT\Dataset\cegr2007\cegr02007_0006_1394_BRDM2.mat,0006,BRDM2,Day,2000,1394
INPUT\Dataset\cegr2007\cegr02007_0006_1395_BRDM2.mat,0006,BRDM2,Day,2000,1395
INPUT\Dataset\cegr2007\cegr02007_0006_1396_BRDM2.mat,0006,BRDM2,Day,2000,1396
INPUT\Dataset\cegr2007\cegr02007_0006_1397_BRDM2.mat,0006,BRDM2,Day,2000,1397
INPUT\Dataset\cegr2007\cegr02007_0006_1398_BRDM2.mat,0006,BRDM2,Day,2000,1398
INPUT\Dataset\cegr2007\cegr02007_0006_1399_BRDM2.mat,0006,BRDM2,Day,2000,1399
INPUT\Dataset\cegr2007\cegr02007_0006_1400_BRDM2.mat,0006,BRDM2,Day,2000,1400
INPUT\Dataset\cegr2007\cegr02007_0006_1401_BRDM2.mat,0006,BRDM2,Day,2000,1401
INPUT\Dataset\cegr2007\cegr02007_0006_1402_BRDM2.mat,0006,BRDM2,Day,2000,1402
INPUT\Dataset\cegr2007\cegr02007_0006_1403_BRDM2.mat,0006,BRDM2,Day,2000,1403
INPUT\Dataset\cegr2007\cegr02007_0006_1404_BRDM2.mat,0006,BRDM2,Day,2000,1404
INPUT\Dataset\cegr2007\cegr02007_0006_1405_BRDM2.mat,0006,BRDM2,Day,2000,1405
INPUT\Dataset\cegr2007\cegr02007_0006_1406_BRDM2.mat,0006,BRDM2,Day,2000,1406
INPUT\Dataset\cegr2007\cegr02007_0006_1407_BRDM2.mat,0006,BRDM2,Day,2000,1407
INPUT\Dataset\cegr2007\cegr02007_0006_1408_BRDM2.mat,0006,BRDM2,Day,2000,1408
INPUT\Dataset\cegr2007\cegr02007_0006_1409_BRDM2.mat,0006,BRDM2,Day,2000,1409
INPUT\Dataset\cegr2007\cegr02007_0006_1410_BRDM2.mat,0006,BRDM2,Day,2000,1410
INPUT\Dataset\cegr2007\cegr02007_0006_1411_BRDM2.mat,0006,BRDM2,Day,2000,1411
INPUT\Dataset\cegr2007\cegr02007_0006_1412_BRDM2.mat,0006,BRDM2,Day,2000,1412
INPUT\Dataset\cegr2007\cegr02007_0006_1413_BRDM2.mat,0006,BRDM2,Day,2000,1413
INPUT\Dataset\cegr2007\cegr02007_0006_1414_BRDM2.mat,0006,BRDM2,Day,2000,1414
INPUT\Dataset\cegr2007\cegr02007_0006_1415_BRDM2.mat,0006,BRDM2,Day,2000,1415
INPUT\Dataset\cegr2007\cegr02007_0006_1416_BRDM2.mat,0006,BRDM2,Day,2000,1416
INPUT\Dataset\cegr2007\cegr02007_0006_1417_BRDM2.mat,0006,BRDM2,Day,2000,1417
INPUT\Dataset\cegr2007\cegr02007_0006_1418_BRDM2.mat,0006,BRDM2,Day,2000,1418
INPUT\Dataset\cegr2007\cegr02007_0006_1419_BRDM2.mat,0006,BRDM2,Day,2000,1419
INPUT\Dataset\cegr2007\cegr02007_0006_1420_BRDM2.mat,0006,BRDM2,Day,2000,1420
INPUT\Dataset\cegr2007\cegr02007_0006_1421_BRDM2.mat,0006,BRDM2,Day,2000,1421
INPUT\Dataset\cegr2007\cegr02007_0006_1422_BRDM2.mat,0006,BRDM2,Day,2000,1422
INPUT\Dataset\cegr2007\cegr02007_0006_1423_BRDM2.mat,0006,BRDM2,Day,2000,1423
INPUT\Dataset\cegr2007\cegr02007_0006_1424_BRDM2.mat,0006,BRDM2,Day,2000,1424
INPUT\Dataset\cegr2007\cegr02007_0006_1425_BRDM2.mat,0006,BRDM2,Day,2000,1425
INPUT\Dataset\cegr2007\cegr02007_0006_1426_BRDM2.mat,0006,BRDM2,Day,2000,1426
INPUT\Dataset\cegr2007\cegr02007_0006_1427_BRDM2.mat,0006,BRDM2,Day,2000,1427
INPUT\Dataset\cegr2007\cegr02007_0006_1428_BRDM2.mat,0006,BRDM2,Day,2000,1428
INPUT\Dataset\cegr2007\cegr02007_0006_1429_BRDM2.mat,0006,BRDM2,Day,2000,1429
INPUT\Dataset\cegr2007\cegr02007_0006_1430_BRDM2.mat,0006,BRDM2,Day,2000,1430
INPUT\Dataset\cegr2007\cegr02007_0006_1431_BRDM2.mat,0006,BRDM2,Day,2000,1431
INPUT\Dataset\cegr2007\cegr02007_0006_1432_BRDM2.mat,0006,BRDM2,Day,2000,1432
INPUT\Dataset\cegr2007\cegr02007_0006_1433_BRDM2.mat,0006,BRDM2,Day,2000,1433
INPUT\Dataset\cegr2007\cegr02007_0006_1434_BRDM2.mat,0006,BRDM2,Day,2000,1434
INPUT\Dataset\cegr2007\cegr02007_0006_1435_BRDM2.mat,0006,BRDM2,Day,2000,1435
INPUT\Dataset\cegr2007\cegr02007_0006_1436_BRDM2.mat,0006,BRDM2,Day,2000,1436
INPUT\Dataset\cegr2007\cegr02007_0006_1437_BRDM2.mat,0006,BRDM2,Day,2000,1437
INPUT\Dataset\cegr2007\cegr02007_0006_1438_BRDM2.mat,0006,BRDM2,Day,2000,1438
INPUT\Dataset\cegr2007\cegr02007_0006_1439_BRDM2.mat,0006,BRDM2,Day,2000,1439
INPUT\Dataset\cegr2007\cegr02007_0006_1440_BRDM2.mat,0006,BRDM2,Day,2000,1440
INPUT\Dataset\cegr2007\cegr02007_0006_1441_BRDM2.mat,0006,BRDM2,Day,2000,1441
INPUT\Dataset\cegr2007\cegr02007_0006_1442_BRDM2.mat,0006,BRDM2,Day,2000,1442
INPUT\Dataset\cegr2007\cegr02007_0006_1443_BRDM2.mat,0006,BRDM2,Day,2000,1443
INPUT\Dataset\cegr2007\cegr02007_0006_1444_BRDM2.mat,0006,BRDM2,Day,2000,1444
INPUT\Dataset\cegr2007\cegr02007_0006_1445_BRDM2.mat,0006,BRDM2,Day,2000,1445
INPUT\Dataset\cegr2007\cegr02007_0006_1446_BRDM2.mat,0006,BRDM2,Day,2000,1446
INPUT\Dataset\cegr2007\cegr02007_0006_1447_BRDM2.mat,0006,BRDM2,Day,2000,1447
INPUT\Dataset\cegr2007\cegr02007_0006_1448_BRDM2.mat,0006,BRDM2,Day,2000,1448
INPUT\Dataset\cegr2007\cegr02007_0006_1449_BRDM2.mat,0006,BRDM2,Day,2000,1449
INPUT\Dataset\cegr2007\cegr02007_0006_1450_BRDM2.mat,0006,BRDM2,Day,2000,1450
INPUT\Dataset\cegr2007\cegr02007_0006_1451_BRDM2.mat,0006,BRDM2,Day,2000,1451
INPUT\Dataset\cegr2007\cegr02007_0006_1452_BRDM2.mat,0006,BRDM2,Day,2000,1452
INPUT\Dataset\cegr2007\cegr02007_0006_1453_BRDM2.mat,0006,BRDM2,Day,2000,1453
INPUT\Dataset\cegr2007\cegr02007_0006_1454_BRDM2.mat,0006,BRDM2,Day,2000,1454
INPUT\Dataset\cegr2007\cegr02007_0006_1455_BRDM2.mat,0006,BRDM2,Day,2000,1455
INPUT\Dataset\cegr2007\cegr02007_0006_1456_BRDM2.mat,0006,BRDM2,Day,2000,1456
INPUT\Dataset\cegr2007\cegr02007_0006_1457_BRDM2.mat,0006,BRDM2,Day,2000,1457
INPUT\Dataset\cegr2007\cegr02007_0006_1458_BRDM2.mat,0006,BRDM2,Day,2000,1458
INPUT\Dataset\cegr2007\cegr02007_0006_1459_BRDM2.mat,0006,BRDM2,Day,2000,1459
INPUT\Dataset\cegr2007\cegr02007_0006_1460_BRDM2.mat,0006,BRDM2,Day,2000,1460
INPUT\Dataset\cegr2007\cegr02007_0006_1461_BRDM2.mat,0006,BRDM2,Day,2000,1461
INPUT\Dataset\cegr2007\cegr02007_0006_1462_BRDM2.mat,0006,BRDM2,Day,2000,1462
INPUT\Dataset\cegr2007\cegr02007_0006_1463_BRDM2.mat,0006,BRDM2,Day,2000,1463
INPUT\Dataset\cegr2007\cegr02007_0006_1464_BRDM2.mat,0006,BRDM2,Day,2000,1464
INPUT\Dataset\cegr2007\cegr02007_0006_1465_BRDM2.mat,0006,BRDM2,Day,2000,1465
INPUT\Dataset\cegr2007\cegr02007_0006_1466_BRDM2.mat,0006,BRDM2,Day,2000,1466
INPUT\Dataset\cegr2007\cegr02007_0006_1467_BRDM2.mat,0006,BRDM2,Day,2000,1467
INPUT\Dataset\cegr2007\cegr02007_0006_1468_BRDM2.mat,0006,BRDM2,Day,2000,1468
INPUT\Dataset\cegr2007\cegr02007_0006_1469_BRDM2.mat,0006,BRDM2,Day,2000,1469
INPUT\Dataset\cegr2007\cegr02007_0006_1470_BRDM2.mat,0006,BRDM2,Day,2000,1470
INPUT\Dataset\cegr2007\cegr02007_0006_1471_BRDM2.mat,0006,BRDM2,Day,2000,1471
INPUT\Dataset\cegr2007\cegr02007_0006_1472_BRDM2.mat,0006,BRDM2,Day,2000,1472
INPUT\Dataset\cegr2007\cegr02007_0006_1473_BRDM2.mat,0006,BRDM2,Day,2000,1473
INPUT\Dataset\cegr2007\cegr02007_0006_1474_BRDM2.mat,0006,BRDM2,Day,2000,1474
INPUT\Dataset\cegr2007\cegr02007_0006_1475_BRDM2.mat,0006,BRDM2,Day,2000,1475
INPUT\Dataset\cegr2007\cegr02007_0006_1476_BRDM2.mat,0006,BRDM2,Day,2000,1476
INPUT\Dataset\cegr2007\cegr02007_0006_1477_BRDM2.mat,0006,BRDM2,Day,2000,1477
INPUT\Dataset\cegr2007\cegr02007_0006_1478_BRDM2.mat,0006,BRDM2,Day,2000,1478
INPUT\Dataset\cegr2007\cegr02007_0006_1479_BRDM2.mat,0006,BRDM2,Day,2000,1479
INPUT\Dataset\cegr2007\cegr02007_0006_1480_BRDM2.mat,0006,BRDM2,Day,2000,1480
INPUT\Dataset\cegr2007\cegr02007_0006_1481_BRDM2.mat,0006,BRDM2,Day,2000,1481
INPUT\Dataset\cegr2007\cegr02007_0006_1482_BRDM2.mat,0006,BRDM2,Day,2000,1482
INPUT\Dataset\cegr2007\cegr02007_0006_1483_BRDM2.mat,0006,BRDM2,Day,2000,1483
INPUT\Dataset\cegr2007\cegr02007_0006_1484_BRDM2.mat,0006,BRDM2,Day,2000,1484
INPUT\Dataset\cegr2007\cegr02007_0006_1485_BRDM2.mat,0006,BRDM2,Day,2000,1485
INPUT\Dataset\cegr2007\cegr02007_0006_1486_BRDM2.mat,0006,BRDM2,Day,2000,1486
INPUT\Dataset\cegr2007\cegr02007_0006_1487_BRDM2.mat,0006,BRDM2,Day,2000,1487
INPUT\Dataset\cegr2007\cegr02007_0006_1488_BRDM2.mat,0006,BRDM2,Day,2000,1488
INPUT\Dataset\cegr2007\cegr02007_0006_1489_BRDM2.mat,0006,BRDM2,Day,2000,1489
INPUT\Dataset\cegr2007\cegr02007_0006_1490_BRDM2.mat,0006,BRDM2,Day,2000,1490
INPUT\Dataset\cegr2007\cegr02007_0006_1491_BRDM2.mat,0006,BRDM2,Day,2000,1491
INPUT\Dataset\cegr2007\cegr02007_0006_1492_BRDM2.mat,0006,BRDM2,Day,2000,1492
INPUT\Dataset\cegr2007\cegr02007_0006_1493_BRDM2.mat,0006,BRDM2,Day,2000,1493
INPUT\Dataset\cegr2007\cegr02007_0006_1494_BRDM2.mat,0006,BRDM2,Day,2000,1494
INPUT\Dataset\cegr2007\cegr02007_0006_1495_BRDM2.mat,0006,BRDM2,Day,2000,1495
INPUT\Dataset\cegr2007\cegr02007_0006_1496_BRDM2.mat,0006,BRDM2,Day,2000,1496
INPUT\Dataset\cegr2007\cegr02007_0006_1497_BRDM2.mat,0006,BRDM2,Day,2000,1497
INPUT\Dataset\cegr2007\cegr02007_0006_1498_BRDM2.mat,0006,BRDM2,Day,2000,1498
INPUT\Dataset\cegr2007\cegr02007_0006_1499_BRDM2.mat,0006,BRDM2,Day,2000,1499
INPUT\Dataset\cegr2007\cegr02007_0006_1500_BRDM2.mat,0006,BRDM2,Day,2000,1500
INPUT\Dataset\cegr2007\cegr02007_0006_1501_BRDM2.mat,0006,BRDM2,Day,2000,1501
INPUT\Dataset\cegr2007\cegr02007_0006_1502_BRDM2.mat,0006,BRDM2,Day,2000,1502
INPUT\Dataset\cegr2007\cegr02007_0006_1503_BRDM2.mat,0006,BRDM2,Day,2000,1503
INPUT\Dataset\cegr2007\cegr02007_0006_1504_BRDM2.mat,0006,BRDM2,Day,2000,1504
INPUT\Dataset\cegr2007\cegr02007_0006_1505_BRDM2.mat,0006,BRDM2,Day,2000,1505
INPUT\Dataset\cegr2007\cegr02007_0006_1506_BRDM2.mat,0006,BRDM2,Day,2000,1506
INPUT\Dataset\cegr2007\cegr02007_0006_1507_BRDM2.mat,0006,BRDM2,Day,2000,1507
INPUT\Dataset\cegr2007\cegr02007_0006_1508_BRDM2.mat,0006,BRDM2,Day,2000,1508
INPUT\Dataset\cegr2007\cegr02007_0006_1509_BRDM2.mat,0006,BRDM2,Day,2000,1509
INPUT\Dataset\cegr2007\cegr02007_0006_1510_BRDM2.mat,0006,BRDM2,Day,2000,1510
INPUT\Dataset\cegr2007\cegr02007_0006_1511_BRDM2.mat,0006,BRDM2,Day,2000,1511
INPUT\Dataset\cegr2007\cegr02007_0006_1512_BRDM2.mat,0006,BRDM2,Day,2000,1512
INPUT\Dataset\cegr2007\cegr02007_0006_1513_BRDM2.mat,0006,BRDM2,Day,2000,1513
INPUT\Dataset\cegr2007\cegr02007_0006_1514_BRDM2.mat,0006,BRDM2,Day,2000,1514
INPUT\Dataset\cegr2007\cegr02007_0006_1515_BRDM2.mat,0006,BRDM2,Day,2000,1515
INPUT\Dataset\cegr2007\cegr02007_0006_1516_BRDM2.mat,0006,BRDM2,Day,2000,1516
INPUT\Dataset\cegr2007\cegr02007_0006_1517_BRDM2.mat,0006,BRDM2,Day,2000,1517
INPUT\Dataset\cegr2007\cegr02007_0006_1518_BRDM2.mat,0006,BRDM2,Day,2000,1518
INPUT\Dataset\cegr2007\cegr02007_0006_1519_BRDM2.mat,0006,BRDM2,Day,2000,1519
INPUT\Dataset\cegr2007\cegr02007_0006_1520_BRDM2.mat,0006,BRDM2,Day,2000,1520
INPUT\Dataset\cegr2007\cegr02007_0006_1521_BRDM2.mat,0006,BRDM2,Day,2000,1521
INPUT\Dataset\cegr2007\cegr02007_0006_1522_BRDM2.mat,0006,BRDM2,Day,2000,1522
INPUT\Dataset\cegr2007\cegr02007_0006_1523_BRDM2.mat,0006,BRDM2,Day,2000,1523
INPUT\Dataset\cegr2007\cegr02007_0006_1524_BRDM2.mat,0006,BRDM2,Day,2000,1524
INPUT\Dataset\cegr2007\cegr02007_0006_1525_BRDM2.mat,0006,BRDM2,Day,2000,1525
INPUT\Dataset\cegr2007\cegr02007_0006_1526_BRDM2.mat,0006,BRDM2,Day,2000,1526
INPUT\Dataset\cegr2007\cegr02007_0006_1527_BRDM2.mat,0006,BRDM2,Day,2000,1527
INPUT\Dataset\cegr2007\cegr02007_0006_1528_BRDM2.mat,0006,BRDM2,Day,2000,1528
